Penetrance,CaseCars,ControlCars,TotControls,TotCases,Scenario
0.15,0,0,6848760,69179,1
0.15,0,0,6252244,63153,1
0.15,273,1548,6259418,63483,1
0.15,0,0,6981052,70515,1
0.15,0,0,6878927,69484,1
0.15,0,0,6256738,63199,1
0.15,472,2681,6585940,66969,1
0.15,17,100,7026724,70993,1
0.15,0,0,8017285,80982,1
0.15,0,0,7163752,72361,1
0.15,0,0,6648803,67159,1
0.15,1192,6758,7344691,75312,1
0.15,0,0,7860947,79403,1
0.15,121,690,6792235,68722,1
0.15,0,0,7553452,76297,1
0.15,0,0,7401051,74758,1
0.15,0,0,7721327,77993,1
0.15,198,1124,7475413,75695,1
0.15,0,0,7113721,71855,1
0.15,0,0,7420983,74959,1
0.15,0,0,7190882,72635,1
0.15,52,299,6689610,67620,1
0.15,827,4692,7211227,73620,1
0.15,442,2506,7122329,72359,1
0.15,0,0,7010369,70811,1
0.15,0,0,7400252,74750,1
0.15,39,226,7862088,79451,1
0.15,0,0,6265211,63284,1
0.15,358,2032,7090612,71959,1
0.15,104,592,7855078,79442,1
0.15,0,0,7034179,71052,1
0.15,0,0,6632956,66999,1
0.15,0,0,6622103,66889,1
0.15,1773,10050,7271098,75116,1
0.15,0,0,6210181,62729,1
0.15,0,0,7275227,73487,1
0.15,414,2347,8403328,85272,1
0.15,0,0,6969851,70402,1
0.15,210,1194,7103250,71947,1
0.15,0,0,6781547,68500,1
0.15,0,0,7076792,71482,1
0.15,1563,8857,7969758,81976,1
0.15,886,5025,6370338,65182,1
0.15,708,4017,6260325,63903,1
0.15,0,0,7573951,76504,1
0.15,155,880,7501998,75923,1
0.15,0,0,7027294,70982,1
0.15,875,4964,6791832,69429,1
0.15,0,0,6207102,62698,1
0.15,0,0,6045019,61060,1
0.15,1426,8086,8001122,82163,1
0.15,112,641,6565532,66424,1
0.15,656,3721,7290133,74256,1
0.15,315,1787,7594932,77013,1
0.15,0,0,7241634,73147,1
0.15,0,0,6690021,67575,1
0.15,0,0,7233279,73063,1
0.15,150,855,7320411,74084,1
0.15,0,0,6773671,68420,1
0.15,0,0,7073904,71453,1
0.15,0,0,6616400,66832,1
0.15,952,5400,5678962,58260,1
0.15,185,1051,7655875,77506,1
0.15,92,525,6208507,62798,1
0.15,471,2674,7377537,74964,1
0.15,0,0,6518270,65841,1
0.15,0,0,8203913,82867,1
0.15,661,3748,6992341,71252,1
0.15,0,0,6999004,70697,1
0.15,0,0,6525503,65914,1
0.15,0,0,6067318,61286,1
0.15,0,0,6235834,62988,1
0.15,227,1291,7935722,80372,1
0.15,0,0,8265230,83487,1
0.15,0,0,7468965,75444,1
0.15,1214,6885,6674306,68561,1
0.15,0,0,6560564,66268,1
0.15,0,0,7047865,71190,1
0.15,112,639,5953605,60242,1
0.15,0,0,6533882,65998,1
0.15,0,0,6893247,69628,1
0.15,0,0,7152608,72248,1
0.15,0,0,7332851,74069,1
0.15,0,0,6752011,68202,1
0.15,0,0,6626864,66938,1
0.15,0,0,6627186,66941,1
0.15,456,2589,7462101,75804,1
0.15,0,0,7179130,72516,1
0.15,0,0,6957255,70275,1
0.15,0,0,7221668,72946,1
0.15,170,967,7277560,73670,1
0.15,43,250,7030807,71058,1
0.15,246,1400,7064320,71588,1
0.15,136,776,6668104,67482,1
0.15,342,1944,8054383,81679,1
0.15,0,0,7082346,71538,1
0.15,209,1190,7279076,73722,1
0.15,0,0,6957063,70273,1
0.15,999,5661,6954519,71189,1
0.15,0,0,7194376,72670,1
0.15,0,0,6642084,67091,1
0.15,0,0,8299996,83838,1
0.15,378,2144,7232687,73413,1
0.15,0,0,7638043,77151,1
0.15,1009,5722,7627094,77992,1
0.15,53,304,6697678,67703,1
0.15,0,0,7331432,74054,1
0.15,0,0,6894690,69643,1
0.15,0,0,6630455,66974,1
0.15,0,0,7254988,73282,1
0.15,0,0,7043987,71151,1
0.15,0,0,7754994,78333,1
0.15,0,0,7741796,78199,1
0.15,0,0,6932382,70024,1
0.15,0,0,6751483,68196,1
0.15,0,0,8142821,82250,1
0.15,1720,9751,7365088,76016,1
0.15,274,1559,7875052,79804,1
0.15,602,3412,6830087,69558,1
0.15,0,0,7068420,71398,1
0.15,0,0,7173528,72459,1
0.15,349,1980,6503337,66019,1
0.15,0,0,6674654,67420,1
0.15,0,0,6749034,68172,1
0.15,587,3331,6860814,69854,1
0.15,1011,5732,6859222,70238,1
0.15,0,0,7546209,76224,1
0.15,0,0,6666290,67336,1
0.15,199,1130,8469383,85736,1
0.15,0,0,6913418,69832,1
0.15,0,0,6598057,66647,1
0.15,0,0,7923118,80031,1
0.15,0,0,7188029,72606,1
0.15,0,0,7165125,72374,1
0.15,257,1460,7260340,73579,1
0.15,989,5610,7571587,77413,1
0.15,257,1462,7316523,74146,1
0.15,0,0,6012004,60727,1
0.15,0,0,8504093,85899,1
0.15,65,372,6452712,65240,1
0.15,0,0,6584295,66508,1
0.15,6,40,6641046,67086,1
0.15,0,0,7589263,76659,1
0.15,0,0,7051632,71228,1
0.15,0,0,7147314,72195,1
0.15,0,0,7026108,70970,1
0.15,0,0,7153810,72260,1
0.15,1886,10693,7486310,77397,1
0.15,0,0,7004656,70754,1
0.15,0,0,6839056,69081,1
0.15,367,2081,6684852,67869,1
0.15,0,0,7450413,75256,1
0.15,0,0,7151706,72239,1
0.15,0,0,7048503,71196,1
0.15,547,3104,7519815,76473,1
0.15,0,0,7753386,78317,1
0.15,0,0,7998981,80797,1
0.15,0,0,7583407,76600,1
0.15,0,0,6793345,68619,1
0.15,0,0,7447829,75230,1
0.15,0,0,7289635,73632,1
0.15,132,748,7364321,74511,1
0.15,0,0,7069917,71413,1
0.15,1234,6997,6771939,69566,1
0.15,0,0,6303617,63672,1
0.15,0,0,7213823,72866,1
0.15,0,0,6936780,70068,1
0.15,0,0,6634262,67012,1
0.15,23,132,8254508,83400,1
0.15,0,0,7967914,80483,1
0.15,0,0,7657209,77345,1
0.15,0,0,6945611,70157,1
0.15,0,0,7136973,72090,1
0.15,41,234,8329696,84176,1
0.15,1064,6031,6698547,68665,1
0.15,47,272,6916286,69905,1
0.15,0,0,7978773,80593,1
0.15,200,1139,7414363,75081,1
0.15,0,0,8121852,82038,1
0.15,0,0,7575773,76522,1
0.15,0,0,7606296,76831,1
0.15,1035,5871,6439501,66021,1
0.15,0,0,7272150,73456,1
0.15,0,0,7783198,78618,1
0.15,136,772,7417486,75052,1
0.15,325,1847,7026871,71284,1
0.15,0,0,6463976,65292,1
0.15,252,1429,6799884,68923,1
0.15,0,0,7096055,71677,1
0.15,341,1937,7311033,74170,1
0.15,68,390,6416114,64873,1
0.15,1419,8047,7638192,78491,1
0.15,0,0,6950431,70206,1
0.15,408,2318,6604168,67093,1
0.15,0,0,7106095,71778,1
0.15,0,0,7410598,74854,1
0.15,0,0,6734007,68020,1
0.15,0,0,7551965,76282,1
0.15,0,0,7343639,74178,1
0.15,0,0,6880853,69503,1
0.15,0,0,7804956,78837,1
0.15,374,2123,6982843,70886,1
0.15,0,0,7096692,71683,1
0.15,661,3752,6571892,67005,1
0.15,0,0,7209275,72820,1
0.15,34,193,7321505,73986,1
0.15,266,1510,7586084,76877,1
0.15,211,1199,7211829,73045,1
0.15,0,0,7011518,70823,1
0.15,0,0,6814934,68837,1
0.15,0,0,7724284,78023,1
0.15,0,0,7952341,80326,1
0.15,404,2290,7682276,77979,1
0.15,0,0,6586777,66533,1
0.15,507,2878,8037094,81660,1
0.15,0,0,6621457,66883,1
0.15,242,1376,5884164,59664,1
0.15,0,0,7561641,76380,1
0.15,707,4007,8012019,81596,1
0.15,342,1938,7568144,76768,1
0.15,0,0,6751319,68195,1
0.15,0,0,6920613,69905,1
0.15,98,559,7346749,74301,1
0.15,0,0,7396325,74710,1
0.15,0,0,7310252,73840,1
0.15,619,3508,7232499,73639,1
0.15,0,0,6855300,69245,1
0.15,0,0,6609490,66762,1
0.15,387,2197,6767967,68728,1
0.15,0,0,6989701,70603,1
0.15,0,0,7169626,72420,1
0.15,562,3185,7116045,72409,1
0.15,0,0,6889024,69586,1
0.15,406,2301,7474345,75881,1
0.15,0,0,7499869,75756,1
0.15,0,0,7223702,72966,1
0.15,766,4347,6639021,67782,1
0.15,1093,6199,6118195,62830,1
0.15,0,0,6811983,68807,1
0.15,0,0,7048639,71198,1
0.15,0,0,7744381,78226,1
0.15,1608,9117,6317669,65330,1
0.15,0,0,6107781,61694,1
0.15,0,0,7523764,75997,1
0.15,0,0,7247182,73203,1
0.15,0,0,6033835,60947,1
0.15,218,1241,6796978,68861,1
0.15,1315,7457,7971495,81759,1
0.15,0,0,6379117,64435,1
0.15,0,0,7175469,72479,1
0.15,0,0,6267561,63308,1
0.15,0,0,6921552,69914,1
0.15,160,911,8079823,81765,1
0.15,0,0,6761545,68298,1
0.15,0,0,7500231,75759,1
0.15,320,1814,7221081,73241,1
0.15,0,0,6885298,69548,1
0.15,0,1,7096679,71683,1
0.15,84,480,5934370,60022,1
0.15,0,0,6396574,64611,1
0.15,1132,6416,6953136,71300,1
0.15,15,86,6747582,68171,1
0.15,803,4554,6869401,70144,1
0.15,0,0,7045750,71169,1
0.15,229,1298,6163935,62477,1
0.15,0,0,8345040,84293,1
0.15,1560,8843,7060069,72784,1
0.15,0,0,7779813,78583,1
0.15,0,0,7213652,72865,1
0.15,2902,16445,7288987,76362,1
0.15,0,0,6997009,70676,1
0.15,664,3765,6271469,63974,1
0.15,458,2601,7831016,79532,1
0.15,1414,8019,7384615,75925,1
0.15,302,1716,7657629,77634,1
0.15,860,4878,6067596,62099,1
0.15,0,0,7294820,73685,1
0.15,0,0,8487149,85728,1
0.15,245,1394,7104417,71992,1
0.15,0,0,7246998,73202,1
0.15,396,2245,8135806,82553,1
0.15,0,0,6654845,67220,1
0.15,222,1262,6423001,65088,1
0.15,845,4793,7037781,71885,1
0.15,980,5557,6369440,65261,1
0.15,0,0,7290925,73645,1
0.15,37,210,6900878,69740,1
0.15,0,0,7166592,72389,1
0.15,848,4808,6695109,68426,1
0.15,0,0,7330610,74046,1
0.15,356,2021,7009091,71134,1
0.15,197,1122,6674381,67603,1
0.15,209,1186,7871204,79704,1
0.15,0,0,6967712,70380,1
0.15,554,3142,6797057,69179,1
0.15,0,0,8037022,81182,1
0.15,0,0,7437771,75128,1
0.15,49,278,7660496,77424,1
0.15,0,0,6835822,69048,1
0.15,693,3933,6437275,65676,1
0.15,40,231,7237060,73139,1
0.15,515,2924,6912309,70306,1
0.15,1298,7357,6744857,69353,1
0.15,0,0,7803775,78826,1
0.15,0,0,6668453,67358,1
0.15,0,0,6806360,68751,1
0.15,344,1951,6700619,68007,1
0.15,0,0,7255111,73283,1
0.15,0,0,6899137,69688,1
0.15,0,0,6903196,69729,1
0.15,0,0,7015718,70865,1
0.15,0,0,6870317,69397,1
0.15,215,1219,7159435,72520,1
0.15,0,0,6687882,67554,1
0.15,1370,7765,7235226,74374,1
0.15,31,181,6974141,70475,1
0.15,0,0,6960005,70303,1
0.15,274,1559,7023124,71198,1
0.15,0,0,6586347,66528,1
0.15,0,0,6871434,69408,1
0.15,787,4465,6351609,64899,1
0.15,0,0,6807350,68761,1
0.15,0,0,7837381,79165,1
0.15,0,0,7984271,80649,1
0.15,150,850,8123036,82192,1
0.15,165,939,6644073,67267,1
0.15,0,0,7524775,76007,1
0.15,0,0,7504568,75803,1
0.15,1486,8421,7150422,73627,1
0.15,0,0,7391578,74662,1
0.15,0,0,6989576,70601,1
0.15,256,1454,6205605,62924,1
0.15,0,0,6763944,68322,1
0.15,0,0,8051769,81331,1
0.15,0,0,7568063,76445,1
0.15,0,0,7085167,71567,1
0.15,0,0,7499170,75749,1
0.15,0,0,6471807,65371,1
0.15,693,3931,7022945,71592,1
0.15,0,0,7774595,78531,1
0.15,0,0,7876086,79556,1
0.15,0,0,6055006,61161,1
0.15,97,553,7384614,74683,1
0.15,0,0,6701965,67696,1
0.15,0,0,7532019,76081,1
0.15,871,4938,6868310,70197,1
0.15,0,0,6844334,69134,1
0.15,0,0,6195718,62583,1
0.15,317,1801,7299860,74034,1
0.15,1211,6864,7286747,74745,1
0.15,420,2384,6918155,70276,1
0.15,39,224,7887144,79704,1
0.15,0,0,7110386,71822,1
0.15,237,1347,6312795,63988,1
0.15,0,0,8092286,81740,1
0.15,663,3759,7040024,71736,1
0.15,0,0,7453626,75289,1
0.15,727,4122,7001092,71403,1
0.15,0,0,6601497,66681,1
0.15,0,0,7240635,73137,1
0.15,0,0,7308491,73823,1
0.15,0,0,6908893,69786,1
0.15,0,0,7593916,76706,1
0.15,0,0,6672619,67400,1
0.15,0,0,7508269,75841,1
0.15,721,4089,7545143,76893,1
0.15,179,1018,7109900,71985,1
0.15,0,0,7899119,79789,1
0.15,0,0,7004228,70749,1
0.15,0,0,7076999,71484,1
0.15,724,4106,7262048,74036,1
0.15,0,0,7372333,74468,1
0.15,0,0,6468567,65339,1
0.15,801,4539,6639706,67822,1
0.15,0,0,6861956,69312,1
0.15,781,4430,6731565,68731,1
0.15,1500,8505,7147002,73606,1
0.15,0,0,6590962,66575,1
0.15,0,0,6250683,63138,1
0.15,0,0,7885979,79656,1
0.15,0,0,7220332,72932,1
0.15,0,0,7452389,75276,1
0.15,829,4701,6625326,67703,1
0.15,0,0,7661284,77386,1
0.15,0,0,6800598,68692,1
0.15,0,0,6634078,67010,1
0.15,0,0,7357773,74320,1
0.15,131,747,6727979,68082,1
0.15,1086,6155,7161591,73363,1
0.15,0,0,6906820,69765,1
0.15,0,0,6082111,61435,1
0.15,0,0,7267293,73406,1
0.15,0,0,6609773,66765,1
0.15,0,0,7236383,73094,1
0.15,0,0,6993979,70646,1
0.15,0,0,7354575,74288,1
0.15,0,0,7657747,77350,1
0.15,0,0,6408005,64727,1
0.15,0,0,6390623,64551,1
0.15,0,0,7805790,78846,1
0.15,307,1743,7326959,74299,1
0.15,0,0,6799970,68686,1
0.15,250,1419,6981018,70751,1
0.15,0,0,7123007,71949,1
0.15,219,1242,6683751,67719,1
0.15,0,0,6491519,65570,1
0.15,0,0,8177352,82599,1
0.15,1047,5934,6764997,69320,1
0.15,0,0,7451657,75269,1
0.15,557,3157,7155560,72803,1
0.15,1560,8846,7080253,72988,1
0.15,334,1899,6745643,68452,1
0.15,0,0,7348474,74227,1
0.15,0,0,7158795,72311,1
0.15,0,0,7438732,75138,1
0.15,0,0,7146146,72183,1
0.15,0,0,7061425,71327,1
0.15,0,0,7429297,75043,1
0.15,0,0,7639183,77163,1
0.15,0,0,6953511,70237,1
0.15,534,3030,6153171,62656,1
0.15,492,2794,6820399,69356,1
0.15,102,581,7392053,74763,1
0.15,0,0,7454883,75301,1
0.15,0,0,7872191,79517,1
0.15,0,0,8232831,83159,1
0.15,0,0,7593207,76699,1
0.15,299,1698,6746746,68430,1
0.15,0,0,7345617,74198,1
0.15,1123,6364,6737788,69117,1
0.15,0,0,5719315,57770,1
0.15,0,0,7566535,76429,1
0.15,0,0,7049718,71209,1
0.15,0,0,6505966,65716,1
0.15,0,0,6597916,66645,1
0.15,2396,13582,6894948,71904,1
0.15,0,0,7203054,72758,1
0.15,0,0,6625910,66928,1
0.15,0,0,7083169,71547,1
0.15,0,0,7771115,78496,1
0.15,91,518,7123031,72035,1
0.15,0,0,6813678,68825,1
0.15,0,0,7153087,72253,1
0.15,551,3125,6851896,69730,1
0.15,0,0,6898709,69683,1
0.15,0,0,7636000,77131,1
0.15,469,2663,7300298,74182,1
0.15,0,0,6284127,63476,1
0.15,43,249,6715621,67875,1
0.15,47,269,6899984,69741,1
0.15,0,0,6357388,64216,1
0.15,0,0,6730718,67987,1
0.15,1274,7220,8345439,85498,1
0.15,1643,9314,7150806,73779,1
0.15,315,1791,6877387,69765,1
0.15,58,333,6917175,69925,1
0.15,0,0,6603746,66704,1
0.15,12,72,6390929,64566,1
0.15,0,0,6590829,66574,1
0.15,74,420,5868301,59345,1
0.15,275,1561,6792488,68870,1
0.15,67,383,6718702,67928,1
0.15,0,0,6759799,68280,1
0.15,0,0,7522569,75985,1
0.15,0,0,6618842,66856,1
0.15,0,0,6733249,68012,1
0.15,0,0,7050851,71220,1
0.15,1148,6510,6290987,64627,1
0.15,123,703,7520037,76075,1
0.15,0,0,6104432,61660,1
0.15,0,0,6878863,69483,1
0.15,0,0,6922796,69927,1
0.15,127,722,7585437,76740,1
0.15,0,0,7331369,74054,1
0.15,0,0,7980411,80610,1
0.15,0,0,7860689,79400,1
0.15,0,0,7080398,71519,1
0.15,857,4860,6978910,71301,1
0.15,0,0,7255058,73283,1
0.15,0,0,6853750,69229,1
0.15,0,0,7438197,75133,1
0.15,0,0,7668033,77454,1
0.15,0,0,6789311,68578,1
0.15,0,0,7270215,73436,1
0.15,0,0,8134852,82170,1
0.15,0,0,7919378,79993,1
0.15,36,205,6951467,70250,1
0.15,0,0,6761812,68301,1
0.15,0,0,7431746,75068,1
0.15,749,4246,7025062,71666,1
0.15,0,0,6597645,66642,1
0.15,0,0,7326191,74001,1
0.15,0,0,6910885,69806,1
0.15,0,0,7275186,73486,1
0.15,578,3281,6797985,69211,1
0.15,0,0,7515406,75913,1
0.15,354,2009,6834897,69373,1
0.15,0,0,7116636,71885,1
0.15,0,0,7462889,75382,1
0.15,0,0,7239567,73126,1
0.15,0,0,6426057,64909,1
0.15,938,5318,7241134,74027,1
0.15,504,2858,6188396,62984,1
0.15,0,0,6896528,69661,1
0.15,0,0,8582336,86690,1
0.15,0,0,7403042,74778,1
0.15,328,1864,6555315,66524,1
0.15,0,0,6612428,66792,1
0.15,0,0,7174435,72469,1
0.15,0,0,7298175,73718,1
0.15,36,204,7265209,73419,1
0.15,0,0,7030389,71014,1
0.15,0,0,7317074,73909,1
0.15,0,0,7056733,71280,1
0.15,0,0,5799487,58580,1
0.15,338,1917,7168318,72725,1
0.15,546,3097,6740033,68595,1
0.15,0,0,6946996,70171,1
0.15,0,0,6550576,66167,1
0.15,306,1739,8169371,82807,1
0.15,0,0,7176238,72487,1
0.15,91,519,7094364,71745,1
0.15,0,0,7262768,73361,1
0.15,0,0,7096043,71677,1
0.15,783,4443,7011533,71561,1
0.15,305,1734,6678713,67749,1
0.15,0,0,8283104,83667,1
0.15,540,3060,7740457,78695,1
0.15,0,0,8099054,81808,1
0.15,1789,10138,8384799,86381,1
0.15,622,3530,7322298,74548,1
0.15,0,0,6745039,68131,1
0.15,0,0,7294262,73679,1
0.15,607,3445,7037347,71656,1
0.15,787,4460,7583601,77343,1
0.15,496,2816,6623648,67373,1
0.15,0,0,6969547,70399,1
0.15,2296,13011,7152724,74414,1
0.15,202,1145,7762559,78600,1
0.15,0,0,7049387,71205,1
0.15,0,0,6999003,70697,1
0.15,0,0,6852824,69220,1
0.15,452,2562,7322026,74385,1
0.15,0,0,7327772,74017,1
0.15,380,2156,6867522,69727,1
0.15,0,0,7233349,73064,1
0.15,0,0,7075518,71469,1
0.15,0,0,7045344,71165,1
0.15,0,0,8481987,85676,1
0.15,0,0,6925463,69954,1
0.15,820,4648,7109284,72583,1
0.15,251,1427,6353129,64409,1
0.15,0,0,7155906,72281,1
0.15,1836,10409,6904436,71472,1
0.15,0,0,8037820,81190,1
0.15,1395,7906,7387944,75940,1
0.15,0,0,7656041,77333,1
0.15,0,0,7038072,71091,1
0.15,0,0,6777988,68464,1
0.15,0,0,7426984,75020,1
0.15,0,0,7267811,73412,1
0.15,407,2310,6525354,66296,1
0.15,0,0,7140704,72128,1
0.15,0,0,6732567,68005,1
0.15,152,864,7505224,75953,1
0.15,477,2703,7311842,74306,1
0.15,0,0,7790668,78693,1
0.15,3892,22055,6861126,72973,1
0.15,995,5644,7572095,77423,1
0.15,0,0,6948070,70182,1
0.15,1945,11024,7528654,77880,1
0.15,178,1015,6959367,70464,1
0.15,0,0,7999760,80805,1
0.15,0,0,6820328,68892,1
0.15,0,0,7094951,71666,1
0.15,46,263,6943236,70177,1
0.15,0,0,7008028,70788,1
0.15,814,4619,7611276,77648,1
0.15,389,2210,7103969,72123,1
0.15,0,0,7043900,71150,1
0.15,0,0,5828395,58872,1
0.15,0,0,7148780,72209,1
0.15,0,0,7340053,74141,1
0.15,0,0,7007175,70779,1
0.15,0,0,6864123,69334,1
0.15,0,0,7363791,74381,1
0.15,0,0,6928441,69984,1
0.15,0,0,7000023,70707,1
0.15,0,0,7213556,72864,1
0.15,260,1476,7212324,73096,1
0.15,232,1315,7819012,79198,1
0.15,0,0,7009952,70807,1
0.15,381,2159,6876488,69818,1
0.15,0,0,7105722,71774,1
0.15,0,0,6670933,67383,1
0.15,0,0,6402927,64676,1
0.15,0,0,7376631,74511,1
0.15,0,0,6481280,65467,1
0.15,0,0,8711175,87991,1
0.15,0,0,6257622,63208,1
0.15,0,0,6824179,68931,1
0.15,1230,6972,6117630,62953,1
0.15,70,403,7183866,72630,1
0.15,0,0,7538531,76146,1
0.15,39,225,6761130,68330,1
0.15,0,0,7147198,72193,1
0.15,0,0,7486647,75622,1
0.15,0,0,6405464,64701,1
0.15,0,0,6943500,70136,1
0.15,0,0,6311829,63755,1
0.15,0,0,6942505,70126,1
0.15,0,0,7189074,72616,1
0.15,62,356,6797920,68724,1
0.15,520,2953,7289189,74118,1
0.15,0,0,6789993,68585,1
0.15,301,1706,7619897,77252,1
0.15,0,0,6864301,69336,1
0.15,819,4647,7186192,73359,1
0.15,0,0,6525590,65915,1
0.15,1217,6900,7817052,80107,1
0.15,524,2970,6714516,68317,1
0.15,0,0,6965931,70362,1
0.15,0,0,6926672,69966,1
0.15,0,0,6818039,68869,1
0.15,369,2094,7823476,79372,1
0.15,0,0,7374758,74492,1
0.15,0,0,7020331,70912,1
0.15,647,3672,6719451,68483,1
0.15,0,0,6867860,69372,1
0.15,82,467,6420367,64929,1
0.15,0,0,6699474,67671,1
0.15,0,0,6946141,70163,1
0.15,399,2265,6719206,68246,1
0.15,0,0,7031915,71029,1
0.15,28,160,8466015,85541,1
0.15,524,2971,6384798,64986,1
0.15,0,0,7186740,72593,1
0.15,0,0,6975257,70457,1
0.15,312,1768,6796661,68947,1
0.15,0,0,7135869,72079,1
0.15,30,174,6886411,69587,1
0.15,0,0,7661161,77385,1
0.15,0,0,7432743,75078,1
0.15,0,0,6829877,68988,1
0.15,0,0,6491674,65572,1
0.15,0,0,7171474,72439,1
0.15,0,0,6864490,69338,1
0.15,0,0,6559922,66261,1
0.15,0,0,7468802,75442,1
0.15,187,1064,7061560,71505,1
0.15,0,0,7304025,73778,1
0.15,0,0,7512487,75883,1
0.15,310,1757,6118641,62096,1
0.15,1474,8357,6364328,65675,1
0.15,445,2527,6950296,70624,1
0.15,643,3646,6945419,70761,1
0.15,0,0,6852045,69212,1
0.15,0,0,6953362,70235,1
0.15,0,0,6129101,61910,1
0.15,0,0,7555666,76319,1
0.15,1035,5865,7533263,77069,1
0.15,0,0,6676519,67439,1
0.15,347,1970,7170809,72759,1
0.15,870,4934,6744155,68942,1
0.15,1598,9058,7145333,73681,1
0.15,292,1657,6168033,62578,1
0.15,270,1532,6904561,69997,1
0.15,759,4307,6934456,70760,1
0.15,0,0,6998769,70694,1
0.15,0,0,7722925,78009,1
0.15,0,0,7671975,77494,1
0.15,0,0,7886222,79658,1
0.15,484,2748,6969508,70855,1
0.15,0,0,6999915,70706,1
0.15,1023,5799,6058706,62163,1
0.15,505,2863,7283410,74045,1
0.15,0,0,7042482,71136,1
0.15,0,0,7387700,74623,1
0.15,337,1911,7300106,74056,1
0.15,0,0,8015095,80960,1
0.15,461,2613,7156120,72718,1
0.15,0,0,6863378,69327,1
0.15,0,0,6667650,67349,1
0.15,0,0,6000448,60610,1
0.15,0,0,7611655,76885,1
0.15,0,0,7216746,72896,1
0.15,289,1641,7131234,72305,1
0.15,0,0,6739939,68080,1
0.15,306,1735,6601894,66974,1
0.15,0,0,7729180,78072,1
0.15,0,0,7324690,73986,1
0.15,0,0,7259212,73325,1
0.15,0,0,6956251,70265,1
0.15,0,0,7740177,78183,1
0.15,0,0,7245477,73186,1
0.15,1183,6708,6604251,67824,1
0.15,0,0,6660913,67281,1
0.15,0,0,7379377,74539,1
0.15,0,0,6609558,66763,1
0.15,0,0,7758573,78369,1
0.15,107,607,7632086,77192,1
0.15,0,0,6214925,62777,1
0.15,0,0,6862820,69321,1
0.15,1180,6692,7059666,72422,1
0.15,0,0,7276192,73496,1
0.15,0,0,7612067,76889,1
0.15,0,0,6638286,67053,1
0.15,28,159,6629355,66989,1
0.15,0,0,7093382,71650,1
0.15,0,0,6794526,68631,1
0.15,0,0,6514785,65805,1
0.15,0,0,6733085,68010,1
0.15,0,0,7595736,76724,1
0.15,0,0,6879504,69489,1
0.15,0,0,7221412,72943,1
0.15,375,2127,7316236,74254,1
0.15,473,2681,6523968,66344,1
0.15,840,4763,7145654,72970,1
0.15,0,0,7529458,76055,1
0.15,3120,17680,7215113,75821,1
0.15,0,0,6615665,66824,1
0.15,0,0,6567759,66340,1
0.15,0,0,7312854,73867,1
0.15,0,0,7116089,71879,1
0.15,567,3213,7670262,78011,1
0.15,0,0,8761326,88498,1
0.15,0,0,8052445,81337,1
0.15,0,0,7238850,73119,1
0.15,0,0,6812438,68812,1
0.15,0,0,7750316,78286,1
0.15,0,0,7284452,73580,1
0.15,902,5114,6876654,70311,1
0.15,2018,11437,6609130,68661,1
0.15,0,0,7201279,72740,1
0.15,0,0,7513545,75894,1
0.15,0,0,7251823,73250,1
0.15,315,1788,7626623,77333,1
0.15,0,0,6974781,70452,1
0.15,622,3531,7117870,72484,1
0.15,1032,5849,7934017,81114,1
0.15,0,0,6707942,67756,1
0.15,0,0,6758646,68269,1
0.15,202,1151,6799368,68870,1
0.15,0,0,7116449,71883,1
0.15,148,843,7950154,80444,1
0.15,0,0,6640722,67078,1
0.15,0,0,7811419,78903,1
0.15,1214,6883,6770445,69532,1
0.15,0,0,6937687,70077,1
0.15,283,1609,6816171,69116,1
0.15,0,0,7933115,80132,1
0.15,0,0,7729898,78079,1
0.15,0,0,6672216,67396,1
0.15,188,1068,6237788,63185,1
0.15,0,0,7329619,74036,1
0.15,0,0,6754433,68226,1
0.15,533,3025,7209325,73323,1
0.15,0,0,7088998,71606,1
0.15,879,4981,7600650,77602,1
0.15,0,0,6974670,70451,1
0.15,0,0,7226951,72999,1
0.15,0,0,7556086,76324,1
0.15,0,0,6728364,67963,1
0.15,1359,7706,7989458,81982,1
0.15,0,0,8055796,81371,1
0.15,0,0,6989429,70600,1
0.15,0,0,7177234,72497,1
0.15,0,0,6907684,69774,1
0.15,0,0,7053765,71250,1
0.15,0,0,6894100,69637,1
0.15,0,0,7050312,71215,1
0.15,0,0,7420392,74953,1
0.15,0,0,7261611,73349,1
0.15,29,167,7849851,79318,1
0.15,2008,11383,7789022,80570,1
0.15,0,0,6575383,66418,1
0.15,0,0,7397444,74721,1
0.15,0,0,6452213,65173,1
0.15,0,0,7295608,73693,1
0.15,796,4516,7705407,78582,1
0.15,0,0,6723917,67918,1
0.15,0,0,8088855,81705,1
0.15,1714,9716,6472338,66993,1
0.15,381,2162,6758722,68629,1
0.15,0,0,7701287,77790,1
0.15,0,0,6185506,62479,1
0.15,648,3672,6831466,69615,1
0.15,290,1648,6252297,63427,1
0.15,0,0,6623910,66908,1
0.15,221,1257,6658108,67461,1
0.15,673,3814,6285628,64125,1
0.15,36,206,6462055,65307,1
0.15,0,0,6873829,69432,1
0.15,746,4228,7267087,74108,1
0.15,75,425,7477119,75597,1
0.15,34,198,7815548,78976,1
0.15,0,0,6587217,66537,1
0.15,47,267,6832333,69057,1
0.15,988,5605,6677923,68385,1
0.15,107,611,6929530,70096,1
0.15,797,4518,7280259,74289,1
0.15,94,535,6804712,68823,1
0.15,995,5643,6990251,71546,1
0.15,62,354,6170503,62386,1
